epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,363.199,0.36084,0.43938,0.95345,0.92573,0.8902,0.91203,0.85869,0.35506,0.42394,0.93914,0.0005974,0.0005974,0.0005974
63,368.965,0.38243,0.46489,0.95279,0.77358,0.9402,0.91739,0.86391,0.37926,0.47561,0.94198,0.0005908,0.0005908,0.0005908
64,374.78,0.3774,0.47878,0.95929,0.83563,0.97272,0.94761,0.88929,0.39457,0.4472,0.93818,0.0005842,0.0005842,0.0005842
65,380.671,0.34758,0.49116,0.94715,0.74504,0.95817,0.94151,0.87351,0.40043,0.52345,0.94212,0.0005776,0.0005776,0.0005776
66,386.479,0.38309,0.46562,0.95237,0.85047,0.97353,0.96426,0.87841,0.39154,0.4515,0.94306,0.000571,0.000571,0.000571
67,392.292,0.33972,0.46956,0.94042,0.86285,0.96768,0.96491,0.90769,0.37665,0.39784,0.93805,0.0005644,0.0005644,0.0005644
68,398.093,0.35756,0.47088,0.95419,0.91273,0.93983,0.97918,0.92486,0.38304,0.43657,0.93885,0.0005578,0.0005578,0.0005578
69,403.952,0.35994,0.43815,0.9643,0.85216,0.96851,0.95692,0.892,0.3992,0.40782,0.92678,0.0005512,0.0005512,0.0005512
70,409.725,0.35727,0.42827,0.94537,0.79896,0.85813,0.86293,0.80601,0.42265,0.55477,0.98037,0.0005446,0.0005446,0.0005446
71,415.476,0.34446,0.42439,0.9481,0.93865,0.85663,0.93401,0.87577,0.37735,0.41193,0.94713,0.000538,0.000538,0.000538
72,421.29,0.36447,0.46638,0.94281,0.83909,0.93341,0.96749,0.91296,0.37575,0.40213,0.92959,0.0005314,0.0005314,0.0005314
73,427.091,0.34041,0.44607,0.94109,0.81948,0.9463,0.93237,0.87681,0.39581,0.47561,0.94081,0.0005248,0.0005248,0.0005248
